,product_name,energy-kcal_100g
2919,Пюре Бабушкино Лукошко Тыква,18.86
2920,Пюре Бабушкино Лукошко Тыква Яблоко,49.61
2921,Пюре Бабушкино Лукошко Тыква-Рис Молоко,96.61
2922,Пюре Бабушкино Лукошко Цветная капуста,17.22
2923,Пюре Бабушкино Лукошко Цыплёнок,141.01
2924,Пюре Бабушкино Лукошко Цыплёнок Овощи,88.54
2925,Пюре Бабушкино Лукошко Чернослив,97.17
2926,Пюре Бабушкино Лукошко Чернослив Творог,54.743
2927,Пюре Бабушкино Лукошко Яблоко,44.28
2928,Пюре Бабушкино Лукошко Яблоко Абрикос,57.81
2929,Пюре Бабушкино Лукошко Яблоко Слива,55.35
2930,Пюре Бабушкино Лукошко Яблоко Сливки,69.15
2931,Пюре Бабушкино Лукошко Яблоко Творог,67.043
2932,Пюре Бабушкино Лукошко Яблоко Черника,69.29
2933,Пюре из абрикосов,41.519
2934,Пюре из апельсинов,40.398
2935,Пюре из бананов,93.179
2936,Пюре из брокколи,42.256
2937,Пюре из вишни,50.238
2938,Пюре из груш,54.12
2939,Пюре из зеленого горошка,78.938
2940,Пюре из кабачков,24.107
2941,Пюре из клубники,64.069
2942,Пюре из клюквы,27.47
2943,Пюре из кукурузы,336.278
2944,Пюре из малины,47.669
2945,Пюре из манго,61.007
2946,Пюре из моркови,24.299
2947,Пюре из мяса,146.88
2948,Пюре из овощей,27.579
2949,Пюре из персиков,82.41
2950,Пюре из свеклы,76.473
2951,Пюре из слив,37.72
2952,Пюре из томатов,63.14
2953,Пюре из тыквы,90.398
2954,Пюре из фруктов,59.04
2955,Пюре из фруктов и овощей,52.589
2956,Пюре из цветной капусты,35.203
2957,Пюре из яблок,82.218
2958,Пюре Спелёнок Груша с витамином С.,54.12
2959,Пюре Спелёнок Груша с овсянкой,58.9
2960,Пюре Спелёнок Морковь с витамином С.,28.7
2961,Пюре Спелёнок Персик,53.3
2962,Пюре Спелёнок Персик + Банан + Яблоко со сливками,79.535
2963,Пюре Спелёнок Тыква с витамином С.,28.7
2964,Пюре Спелёнок Яблоко + 4 злака,58.9
2965,Пюре Спелёнок Яблоко + 4 злака со сливками,58.9
2966,Пюре Спелёнок Яблоко + Груша + Персик с творогом,61.5
2967,Пюре Спелёнок Яблоко + Груша + Слива со сливками,81.585
2968,Пюре Спелёнок Яблоко + Клубника со сливками,81.585
2969,Пюре Спелёнок Яблоко с витамином С.,46.33
2970,Пюре Спелёнок Яблоко с творогом,69.7
2971,Пюре Спелёнок Яблоко со сливками,79.535
2972,Пюре Тёма Говядина с кабачками,100.43
2973,Пюре Тёма Говядина с рисом,102.07
2974,Пюре Тёма Говядина с сердцем,130.35
2975,Пюре Тёма Говядина с языком,130.35
2976,Пюре Тёма Кролик,146.88
2977,Пюре Тёма Мясо цыплят с говядиной,166.83
2978,Пюре Тёма Петушок,130.35
2979,Пюре Тёма Свинина,146.88
2980,Пюре ФрутоНяня Брокколи,20.5
2981,Пюре ФрутоНяня Витаминный салатик,62.73
2982,Пюре ФрутоНяня из говядины с печенью,106.03
2983,Пюре ФрутоНяня из говядины с языком и сердцем,108.08
2984,Пюре ФрутоНяня из мяса ягненка,148.25
2985,Пюре ФрутоНяня из свинины,170.93
2986,Пюре ФрутоНяня из слив,50.43
2987,Пюре ФрутоНяня из телятины,106.99
2988,Пюре ФрутоНяня из цветной капусты,20.5
2989,Пюре ФрутоНяня из цыпленка,87.32
2990,Пюре ФрутоНяня из яблок и абрикосов со сливками,75.3
2991,Пюре ФрутоНяня из яблок и груш с творогом,75.03
2992,Пюре ФрутоНяня из яблок со сливками,72.84
2993,"Пюре ФрутоНяня из яблок, черной и красной смородины",57.4
2994,Пюре ФрутоНяня Овощной салатик,24.6
2995,Пюре ФрутоНяня Фруктовый салатик,54.12
2996,Пюре ФрутоНяня Цыпленок с рисом и овощами,72.97
2997,Пюре ФрутоНяня Экзотический салатик,66.01
2998,Пюре ФрутоНяня Ягодный салатик,56.99
2999,Пюре ФрутоНяня Ягодный салатик со сливками,68.387
3000,Равиоли,259.64
3001,Рагу Gerber из кролика со шпинатом,71.112
3002,Рагу Gerber из телятины с тыквой и морковью,56.108
3003,Разрыхлитель теста,80.77
3004,Раки морские вареные,91.783
3005,Раки морские свежие,91.207
3006,Раки речные вареные,99.407
3007,Раки речные свежие,77.76
3008,Ракушка Myllyn Paras,346.009
3009,Рамбутан,82.218
3010,Рапана,78.689
3011,Рапс,560.844
3012,Рассольник,44.82
3013,Расторопша пятнистая сухая,406.55
3014,Рахат-лукум,335.323
3015,Рахат-лукум Пеко Калейдоскоп,335.38
3016,Рахат-лукум Пеко Мозаика,336.2
3017,Рахат-лукум Пеко Цитрусовый,335.38
3018,Рахат-лукум с фисташками,353.28
3019,Ревень,14.049
3020,Редис,19.789
3021,Редька белая,22.55
3022,Редька зелёная,36.708
3023,Редька красная,19.789
3024,Редька маргеланская (китайская),21.73
3025,Редька чёрная,37.118
3026,Репа,32.499
3027,Ржаное сусло,340.57
3028,Ржаные отруби,206.848
3029,Ржаные отруби Диадар Бородинские хрустящие,194.548
3030,Ржаные отруби Ого!,235.88
3031,Ржаные хлопья,394.628
3032,Ржаные хлопья Myllyn Paras,309.68
3033,Ригатони,219.838
3034,Рис 4 сезона для жарки,103.045
3035,Рис Bravolli Карнароли для ризотто,365.99
3036,Рис Yelli Басмати с овощами Бириани,353.69
3037,Рис Агро-Альянс бурый Slim&Fit,365.03
3038,Рис Агро-Альянс для плова,434.16
3039,Рис Агро-Альянс для ризотто Арборио,343.44
3040,Рис Агро-Альянс для суши и японской кухни,352.216
3041,Рис Агро-Альянс Жасмин,344.208
3042,Рис Агро-Альянс красный Рубин,332.23
3043,Рис Агро-Альянс кубанский Элитный,338.795
3044,Рис Агро-Альянс пропаренный Gold,359.84
3045,Рис Агро-Альянс Смесь золотистого и дикого,353.69
3046,Рис Агро-Альянс Супер Басмати,348.308
3047,Рис Агро-Альянс черный Южная ночь,263.075
3048,Рис Арборио,342.293
3049,Рис белый,357.463
3050,Рис белый вареный,115.755
3051,Рис бурый,345.952
3052,Рис Дикий + Парбоилд Worlds Rice,369.68
3053,Рис дикий вареный,105.697
3054,Рис дикий чёрный,106.626
3055,Рис длиннозерный,355.413
3056,Рис для суши,342.594
3057,Рис Жменька Арборио,363.255
3058,Рис Жменька длиннозернистый,330.73
3059,Рис Жменька Жасмин,331.088
3060,Рис Жменька круглозернистый,330.73
3061,Рис Жменька нешлифованный,282.231
3062,Рис Жменька Отборный,330.73
